TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
Sales,SalesOrderHeader,22,Freight,money,,NO
Sales,SalesOrderHeader,23,TotalDue,money,,NO
Sales,SalesOrderHeader,24,Comment,nvarchar,128.0,YES
Sales,SalesOrderHeader,25,rowguid,uniqueidentifier,,NO
Sales,SalesOrderHeader,26,ModifiedDate,datetime,,NO
Sales,SalesOrderHeaderSalesReason,1,SalesOrderID,int,,NO
Sales,SalesOrderHeaderSalesReason,2,SalesReasonID,int,,NO
Sales,SalesOrderHeaderSalesReason,3,ModifiedDate,datetime,,NO
Sales,SalesPerson,1,BusinessEntityID,int,,NO
Sales,SalesPerson,2,TerritoryID,int,,YES
Sales,SalesPerson,3,SalesQuota,money,,YES
Sales,SalesPerson,4,Bonus,money,,NO
Sales,SalesPerson,5,CommissionPct,smallmoney,,NO
Sales,SalesPerson,6,SalesYTD,money,,NO
Sales,SalesPerson,7,SalesLastYear,money,,NO
Sales,SalesPerson,8,rowguid,uniqueidentifier,,NO
Sales,SalesPerson,9,ModifiedDate,datetime,,NO
Sales,SalesPersonQuotaHistory,1,BusinessEntityID,int,,NO
Sales,SalesPersonQuotaHistory,2,QuotaDate,datetime,,NO
Sales,SalesPersonQuotaHistory,3,SalesQuota,money,,NO
Sales,SalesPersonQuotaHistory,4,rowguid,uniqueidentifier,,NO
Sales,SalesPersonQuotaHistory,5,ModifiedDate,datetime,,NO
Sales,SalesReason,1,SalesReasonID,int,,NO
Sales,SalesReason,2,Name,nvarchar,50.0,NO
Sales,SalesReason,3,ReasonType,nvarchar,50.0,NO
Sales,SalesReason,4,ModifiedDate,datetime,,NO
Sales,SalesTaxRate,1,SalesTaxRateID,int,,NO
Sales,SalesTaxRate,2,StateProvinceID,int,,NO
Sales,SalesTaxRate,3,TaxType,tinyint,,NO
Sales,SalesTaxRate,4,TaxRate,smallmoney,,NO
Sales,SalesTaxRate,5,Name,nvarchar,50.0,NO
Sales,SalesTaxRate,6,rowguid,uniqueidentifier,,NO
Sales,SalesTaxRate,7,ModifiedDate,datetime,,NO
Sales,SalesTerritory,1,TerritoryID,int,,NO
Sales,SalesTerritory,2,Name,nvarchar,50.0,NO
Sales,SalesTerritory,3,CountryRegionCode,nvarchar,3.0,NO
Sales,SalesTerritory,4,Group,nvarchar,50.0,NO
Sales,SalesTerritory,5,SalesYTD,money,,NO
Sales,SalesTerritory,6,SalesLastYear,money,,NO
Sales,SalesTerritory,7,CostYTD,money,,NO
Sales,SalesTerritory,8,CostLastYear,money,,NO
Sales,SalesTerritory,9,rowguid,uniqueidentifier,,NO
Sales,SalesTerritory,10,ModifiedDate,datetime,,NO
Sales,SalesTerritoryHistory,1,BusinessEntityID,int,,NO
Sales,SalesTerritoryHistory,2,TerritoryID,int,,NO
Sales,SalesTerritoryHistory,3,StartDate,datetime,,NO
Sales,SalesTerritoryHistory,4,EndDate,datetime,,YES
Sales,SalesTerritoryHistory,5,rowguid,uniqueidentifier,,NO
Sales,SalesTerritoryHistory,6,ModifiedDate,datetime,,NO
Sales,ShoppingCartItem,1,ShoppingCartItemID,int,,NO
Sales,ShoppingCartItem,2,ShoppingCartID,nvarchar,50.0,NO
Sales,ShoppingCartItem,3,Quantity,int,,NO
Sales,ShoppingCartItem,4,ProductID,int,,NO
Sales,ShoppingCartItem,5,DateCreated,datetime,,NO
Sales,ShoppingCartItem,6,ModifiedDate,datetime,,NO
Sales,SpecialOffer,1,SpecialOfferID,int,,NO
Sales,SpecialOffer,2,Description,nvarchar,255.0,NO
Sales,SpecialOffer,3,DiscountPct,smallmoney,,NO
Sales,SpecialOffer,4,Type,nvarchar,50.0,NO
Sales,SpecialOffer,5,Category,nvarchar,50.0,NO
Sales,SpecialOffer,6,StartDate,datetime,,NO
Sales,SpecialOffer,7,EndDate,datetime,,NO
Sales,SpecialOffer,8,MinQty,int,,NO
Sales,SpecialOffer,9,MaxQty,int,,YES
Sales,SpecialOffer,10,rowguid,uniqueidentifier,,NO
Sales,SpecialOffer,11,ModifiedDate,datetime,,NO
Sales,SpecialOfferProduct,1,SpecialOfferID,int,,NO
Sales,SpecialOfferProduct,2,ProductID,int,,NO
Sales,SpecialOfferProduct,3,rowguid,uniqueidentifier,,NO
Sales,SpecialOfferProduct,4,ModifiedDate,datetime,,NO
Sales,Store,1,BusinessEntityID,int,,NO
Sales,Store,2,Name,nvarchar,50.0,NO
Sales,Store,3,SalesPersonID,int,,YES
Sales,Store,4,Demographics,xml,-1.0,YES
Sales,Store,5,rowguid,uniqueidentifier,,NO
Sales,Store,6,ModifiedDate,datetime,,NO
Sales,vIndividualCustomer,1,BusinessEntityID,int,,NO
Sales,vIndividualCustomer,2,Title,nvarchar,8.0,YES
Sales,vIndividualCustomer,3,FirstName,nvarchar,50.0,NO
Sales,vIndividualCustomer,4,MiddleName,nvarchar,50.0,YES
Sales,vIndividualCustomer,5,LastName,nvarchar,50.0,NO
Sales,vIndividualCustomer,6,Suffix,nvarchar,10.0,YES
Sales,vIndividualCustomer,7,PhoneNumber,nvarchar,25.0,YES
Sales,vIndividualCustomer,8,PhoneNumberType,nvarchar,50.0,YES
Sales,vIndividualCustomer,9,EmailAddress,nvarchar,50.0,YES
Sales,vIndividualCustomer,10,EmailPromotion,int,,NO
Sales,vIndividualCustomer,11,AddressType,nvarchar,50.0,NO
Sales,vIndividualCustomer,12,AddressLine1,nvarchar,60.0,NO
Sales,vIndividualCustomer,13,AddressLine2,nvarchar,60.0,YES
Sales,vIndividualCustomer,14,City,nvarchar,30.0,NO
Sales,vIndividualCustomer,15,StateProvinceName,nvarchar,50.0,NO
Sales,vIndividualCustomer,16,PostalCode,nvarchar,15.0,NO
Sales,vIndividualCustomer,17,CountryRegionName,nvarchar,50.0,NO
Sales,vIndividualCustomer,18,Demographics,xml,-1.0,YES
Sales,vPersonDemographics,1,BusinessEntityID,int,,NO
Sales,vPersonDemographics,2,TotalPurchaseYTD,money,,YES
Sales,vPersonDemographics,3,DateFirstPurchase,datetime,,YES
Sales,vPersonDemographics,4,BirthDate,datetime,,YES
Sales,vPersonDemographics,5,MaritalStatus,nvarchar,1.0,YES
Sales,vPersonDemographics,6,YearlyIncome,nvarchar,30.0,YES
Sales,vPersonDemographics,7,Gender,nvarchar,1.0,YES
Sales,vPersonDemographics,8,TotalChildren,int,,YES
Sales,vPersonDemographics,9,NumberChildrenAtHome,int,,YES
Sales,vPersonDemographics,10,Education,nvarchar,30.0,YES
Sales,vPersonDemographics,11,Occupation,nvarchar,30.0,YES
Sales,vPersonDemographics,12,HomeOwnerFlag,bit,,YES
Sales,vPersonDemographics,13,NumberCarsOwned,int,,YES
Sales,vSalesPerson,1,BusinessEntityID,int,,NO
Sales,vSalesPerson,2,Title,nvarchar,8.0,YES
Sales,vSalesPerson,3,FirstName,nvarchar,50.0,NO
Sales,vSalesPerson,4,MiddleName,nvarchar,50.0,YES
Sales,vSalesPerson,5,LastName,nvarchar,50.0,NO
Sales,vSalesPerson,6,Suffix,nvarchar,10.0,YES
Sales,vSalesPerson,7,JobTitle,nvarchar,50.0,NO
Sales,vSalesPerson,8,PhoneNumber,nvarchar,25.0,YES
Sales,vSalesPerson,9,PhoneNumberType,nvarchar,50.0,YES
Sales,vSalesPerson,10,EmailAddress,nvarchar,50.0,YES
Sales,vSalesPerson,11,EmailPromotion,int,,NO
Sales,vSalesPerson,12,AddressLine1,nvarchar,60.0,NO
Sales,vSalesPerson,13,AddressLine2,nvarchar,60.0,YES
Sales,vSalesPerson,14,City,nvarchar,30.0,NO
Sales,vSalesPerson,15,StateProvinceName,nvarchar,50.0,NO
Sales,vSalesPerson,16,PostalCode,nvarchar,15.0,NO
Sales,vSalesPerson,17,CountryRegionName,nvarchar,50.0,NO
Sales,vSalesPerson,18,TerritoryName,nvarchar,50.0,YES
Sales,vSalesPerson,19,TerritoryGroup,nvarchar,50.0,YES
Sales,vSalesPerson,20,SalesQuota,money,,YES
Sales,vSalesPerson,21,SalesYTD,money,,NO
Sales,vSalesPerson,22,SalesLastYear,money,,NO
Sales,vSalesPersonSalesByFiscalYears,1,SalesPersonID,int,,YES
Sales,vSalesPersonSalesByFiscalYears,2,FullName,nvarchar,152.0,YES
Sales,vSalesPersonSalesByFiscalYears,3,JobTitle,nvarchar,50.0,NO
Sales,vSalesPersonSalesByFiscalYears,4,SalesTerritory,nvarchar,50.0,NO
Sales,vSalesPersonSalesByFiscalYears,5,2002,money,,YES
Sales,vSalesPersonSalesByFiscalYears,6,2003,money,,YES
Sales,vSalesPersonSalesByFiscalYears,7,2004,money,,YES
Sales,vStoreWithAddresses,1,BusinessEntityID,int,,NO
Sales,vStoreWithAddresses,2,Name,nvarchar,50.0,NO
Sales,vStoreWithAddresses,3,AddressType,nvarchar,50.0,NO
Sales,vStoreWithAddresses,4,AddressLine1,nvarchar,60.0,NO
Sales,vStoreWithAddresses,5,AddressLine2,nvarchar,60.0,YES
Sales,vStoreWithAddresses,6,City,nvarchar,30.0,NO
Sales,vStoreWithAddresses,7,StateProvinceName,nvarchar,50.0,NO
Sales,vStoreWithAddresses,8,PostalCode,nvarchar,15.0,NO
Sales,vStoreWithAddresses,9,CountryRegionName,nvarchar,50.0,NO
Sales,vStoreWithContacts,1,BusinessEntityID,int,,NO
Sales,vStoreWithContacts,2,Name,nvarchar,50.0,NO
Sales,vStoreWithContacts,3,ContactType,nvarchar,50.0,NO
Sales,vStoreWithContacts,4,Title,nvarchar,8.0,YES
Sales,vStoreWithContacts,5,FirstName,nvarchar,50.0,NO
Sales,vStoreWithContacts,6,MiddleName,nvarchar,50.0,YES
Sales,vStoreWithContacts,7,LastName,nvarchar,50.0,NO
Sales,vStoreWithContacts,8,Suffix,nvarchar,10.0,YES
Sales,vStoreWithContacts,9,PhoneNumber,nvarchar,25.0,YES
Sales,vStoreWithContacts,10,PhoneNumberType,nvarchar,50.0,YES
Sales,vStoreWithContacts,11,EmailAddress,nvarchar,50.0,YES
Sales,vStoreWithContacts,12,EmailPromotion,int,,NO
Sales,vStoreWithDemographics,1,BusinessEntityID,int,,NO
Sales,vStoreWithDemographics,2,Name,nvarchar,50.0,NO
Sales,vStoreWithDemographics,3,AnnualSales,money,,YES
Sales,vStoreWithDemographics,4,AnnualRevenue,money,,YES
Sales,vStoreWithDemographics,5,BankName,nvarchar,50.0,YES
Sales,vStoreWithDemographics,6,BusinessType,nvarchar,5.0,YES
Sales,vStoreWithDemographics,7,YearOpened,int,,YES
Sales,vStoreWithDemographics,8,Specialty,nvarchar,50.0,YES
Sales,vStoreWithDemographics,9,SquareFeet,int,,YES
Sales,vStoreWithDemographics,10,Brands,nvarchar,30.0,YES
Sales,vStoreWithDemographics,11,Internet,nvarchar,30.0,YES
Sales,vStoreWithDemographics,12,NumberEmployees,int,,YES
